,index,no_t_alpha,t1_alpha,t2_alpha,t3_alpha,t4_alpha,t5_alpha,no_t_ds,t1_ds,t2_ds,t3_ds,t4_ds,t5_ds
98,98,-3.6524972915649414,-0.9095567464828491,-0.36134740710258484,0.8845877647399902,-3.593216896057129,-3.5825607776641846,1.2226420340961703,1.225381091899646,1.229400998957059,1.015756994783866,1.2228779406654113,1.2318959416007376
99,99,-3.5037269592285156,-0.7914202213287354,-0.13271549344062805,0.8997117280960083,-3.4534263610839844,-3.4624712467193604,1.166645518540779,1.1696962999699083,1.1322348207541504,1.0091250351987266,1.1682640177225012,1.1746655099948333
100,100,-3.572598457336426,-0.9476227760314941,-0.3399900496006012,0.5986998677253723,-3.571092367172241,-3.565676689147949,1.2081669076333033,1.1988007893990686,1.1897856015913764,1.0129794382336572,1.2042274400170407,1.2034883052111667
101,101,-3.423539876937866,-0.8856775164604187,-0.13182562589645386,0.7915250658988953,-3.4097394943237305,-3.426706552505493,1.1701214120123768,1.1680695831811934,1.1419517863842676,1.0646760797407497,1.1732100043049476,1.181451076500649
102,102,-3.5727782249450684,-0.8493441343307495,-0.12352531403303146,0.9669398665428162,-3.557152271270752,-3.51690411567688,1.1374382255047182,1.1395741018969625,1.104564651425358,1.0288270669772837,1.1436387328534536,1.1421431187677022
103,103,-3.6779637336730957,-0.8163340091705322,-0.28401198983192444,0.6273916363716125,-3.630782127380371,-3.6219534873962402,1.227838622510962,1.221323493309578,1.2131850060404168,1.024596616911098,1.231775358452244,1.2240575326250025
104,104,-3.513688325881958,-0.9105785489082336,-0.15226347744464874,0.6182841658592224,-3.468780994415283,-3.4862029552459717,1.1565186690582854,1.1739750748236721,1.1271616367442274,1.0131503993886026,1.1615657484202064,1.1626024199760316
105,105,-3.503188371658325,-0.8047755360603333,-0.1488467901945114,0.750324547290802,-3.4127495288848877,-3.40990948677063,1.1583308449778267,1.1605671928357986,1.1194580132305654,1.0069186044204068,1.1630214112620785,1.1723717706710977
106,106,-3.5496835708618164,-0.9290837645530701,-0.27698853611946106,0.6261782646179199,-3.599921703338623,-3.6163692474365234,1.2251715118361914,1.2227040483558853,1.2020720497025987,1.0043396353337188,1.2269157517523166,1.2293236970366055
107,107,-3.455280303955078,-0.998399019241333,-0.28893086314201355,0.80043625831604,-3.400498867034912,-3.3818705081939697,1.2017839132771635,1.2082269192099915,1.182090747350539,1.0312257877321804,1.2064306677132361,1.2066239035763424
108,108,-3.422905445098877,-1.2077758312225342,-0.3398386240005493,0.8924849033355713,-3.4414167404174805,-3.4530115127563477,1.2304456875309824,1.222396661664456,1.2151672703326295,1.0489109920728013,1.2294014788105478,1.2297158093186502
109,109,-3.3876516819000244,-0.9712203145027161,-0.29186466336250305,0.8166182041168213,-3.3918402194976807,-3.397186756134033,1.2002511858136993,1.2040957595995123,1.176902940634413,1.0231742159862787,1.1962885440525879,1.20779022501095
110,110,-3.4065918922424316,-0.8062050938606262,-0.1446375995874405,0.887357771396637,-3.4639499187469482,-3.4339253902435303,1.1765755649595506,1.1829755763440617,1.1478333689417246,0.9942426214638846,1.1793009638550374,1.1783209065337283
111,111,-3.7853806018829346,-0.782971978187561,-0.19246706366539001,0.8994114398956299,-3.801196336746216,-3.869601011276245,1.1728128319236377,1.1711081017642984,1.1348472370176101,1.010548379841751,1.170027518472443,1.1762339777666413
112,112,-3.4558682441711426,-0.950403094291687,-0.19278712570667267,0.9178687930107117,-3.438800096511841,-3.455109119415283,1.1632170484757525,1.1668108781170559,1.1350243660019728,1.0536467408227812,1.162220384711409,1.1691036249274342
113,113,-3.4620563983917236,-0.9928587079048157,-0.3639621138572693,0.7569141387939453,-3.485417127609253,-3.5065855979919434,1.226356643131054,1.2244735540206815,1.2087318194920273,1.0139431826917564,1.2246855971449087,1.2256291061989895
114,114,-3.2789735794067383,-0.8128455281257629,-0.05700504034757614,0.9417312145233154,-3.2966041564941406,-3.3683629035949707,1.1690915674129807,1.1745257425103848,1.1358656571539145,1.0184439706474764,1.1724532817111588,1.1781191297047724
115,115,-3.4533567428588867,-1.0614352226257324,-0.2653381824493408,0.8197088837623596,-3.374938488006592,-3.374626874923706,1.152611792501599,1.1683217201955745,1.1192986465679529,1.0061751121444547,1.163626396496607,1.1625758939375317
116,116,-3.441499948501587,-0.9545150995254517,-0.2853255867958069,0.6765875816345215,-3.4404520988464355,-3.4394032955169678,1.2068549558677688,1.2085176693061708,1.1839793306233437,1.0190009626679724,1.2023106591461756,1.2056623946886706
117,117,-3.69152569770813,-0.9765344858169556,-0.33492138981819153,0.8286305665969849,-3.6719698905944824,-3.7111105918884277,1.2098126071886295,1.2111967207068588,1.1957770390732696,1.0419659323957355,1.2162207709515664,1.2133814505141058
118,118,-3.4066736698150635,-0.9366069436073303,-0.2819959819316864,0.8932545185089111,-3.4048988819122314,-3.3935353755950928,1.207907079886367,1.2076848625405394,1.187973545228832,1.0269801194680472,1.207131046766706,1.2111887534437589
